storeid,itemid,price,time
948,1,53.93,2020-05-20
200,12,67.97,2020-07-20
803,37,26.22,2020-12-29
385,25,36.47,2020-10-04
331,33,20.17,2020-11-04
952,45,29.03,2020-01-18
936,49,46.0,2020-07-24
176,17,92.27,2020-10-24
411,13,34.38,2020-02-13
961,42,76.93,2020-05-11
652,17,84.18,2020-04-01
70,2,34.23,2020-09-16
638,9,35.14,2020-05-31
223,36,81.97,2020-10-26
593,38,51.31,2020-04-11
734,2,67.59,2020-05-29
201,45,96.84,2020-03-02
413,44,28.32,2020-08-21
71,31,83.61,2020-09-16
584,37,14.37,2020-03-22
929,14,41.48,2020-04-10
582,9,44.62,2020-10-09
980,36,52.76,2020-05-25
704,34,0.85,2020-07-04
516,27,96.65,2020-02-10
660,17,67.56,2020-12-07
290,46,54.17,2020-05-25
226,8,92.57,2020-12-28
934,31,2.02,2020-04-10
14,43,82.22,2020-12-24
56,7,96.65,2020-07-03
32,37,69.18,2020-06-25
80,50,20.05,2020-07-07
481,31,37.12,2020-12-24
977,49,1.79,2020-03-28
968,3,16.19,2020-02-03
815,11,58.34,2020-03-27
365,12,90.86,2020-03-22
623,23,77.43,2020-08-14
861,15,25.8,2020-04-26
281,17,68.11,2020-12-18
745,34,25.82,2020-07-13
808,10,91.2,2020-01-22
292,7,51.79,2020-03-02
720,13,86.79,2020-04-08
890,23,7.05,2020-03-31
943,12,28.58,2020-12-09
914,13,34.07,2020-06-02
663,22,37.13,2020-06-11
30,33,53.72,2020-12-15
571,3,42.14,2020-12-29
725,12,38.13,2020-08-19
802,36,96.23,2020-01-05
489,8,64.97,2020-05-05
350,18,31.23,2020-03-30
41,22,19.43,2020-02-28
365,32,46.86,2020-06-06
650,9,52.52,2020-02-04
444,34,0.05,2020-08-26
295,25,76.31,2020-12-20
690,39,36.94,2020-03-07
703,40,85.95,2020-10-09
854,48,47.07,2020-06-17
820,8,60.71,2020-02-04
113,37,51.15,2020-01-14
80,13,47.81,2020-03-11
255,44,5.49,2020-02-29
512,29,71.21,2020-09-20
433,29,17.81,2020-06-09
105,32,66.49,2020-01-22
677,5,5.99,2020-02-05
296,13,62.27,2020-02-06
384,18,34.78,2020-01-06
392,9,48.13,2020-01-31
835,11,96.08,2020-09-28
83,28,30.01,2020-01-21
466,37,46.36,2020-01-09
290,30,16.1,2020-01-05
142,49,20.31,2020-11-28
480,34,84.37,2020-07-14
722,38,0.48,2020-02-01
530,39,87.09,2020-11-29
572,23,76.71,2020-11-08
899,18,43.34,2020-11-23
218,14,70.54,2020-03-21
445,32,32.32,2020-01-24
813,48,44.71,2020-09-26
483,23,85.33,2020-01-15
64,40,68.74,2020-09-13
381,36,41.15,2020-12-28
219,43,64.81,2020-02-19
473,43,30.65,2020-09-12
982,38,6.91,2020-09-18
434,28,35.13,2020-01-21
605,46,37.9,2020-11-10
947,47,15.73,2020-01-24
102,31,92.94,2020-04-06
173,17,30.97,2020-10-06
765,10,87.58,2020-10-29
937,13,69.6,2020-08-04
408,38,89.74,2020-01-23
798,20,43.53,2020-01-29
296,4,54.2,2020-02-17
738,10,22.08,2020-06-18
380,20,40.19,2020-01-29
416,20,70.67,2020-02-08
861,46,33.05,2020-06-21
296,44,73.92,2020-09-27
149,11,39.45,2020-11-30
439,9,19.9,2020-09-07
861,15,98.92,2020-03-15
26,41,20.24,2020-11-25
657,38,40.13,2020-07-01
680,34,6.44,2020-09-09
756,43,1.05,2020-06-10
568,45,20.8,2020-09-26
213,8,20.99,2020-03-28
27,23,69.15,2020-02-04
368,8,56.99,2020-05-17
291,11,70.0,2020-10-14
113,16,99.09,2020-09-25
73,7,13.98,2020-12-21
955,1,27.17,2020-11-02
687,8,90.05,2020-05-31
574,29,85.1,2020-02-13
757,6,73.5,2020-11-26
794,33,40.8,2020-06-13
325,34,3.2,2020-04-11
903,19,84.18,2020-06-05
146,47,88.69,2020-01-26
61,36,67.09,2020-01-09
716,30,6.75,2020-05-24
633,29,3.07,2020-01-03
908,38,91.25,2020-08-15
690,29,85.75,2020-06-12
224,34,73.62,2020-09-01
56,16,30.38,2020-02-07
992,33,50.98,2020-07-27
560,40,46.84,2020-02-12
209,49,70.96,2020-04-09
330,28,63.57,2020-04-17
873,7,51.41,2020-05-11
55,42,77.7,2020-05-06
728,25,7.11,2020-05-09
13,18,4.49,2020-02-26
876,14,9.97,2020-01-25
112,38,81.59,2020-08-05
894,10,96.35,2020-04-09
746,49,92.75,2020-03-21
494,30,32.93,2020-10-25
237,36,84.83,2020-11-17
977,19,56.03,2020-05-28
829,34,87.63,2020-09-17
375,45,30.56,2020-05-10
722,50,73.97,2020-01-31
715,19,91.96,2020-11-22
335,30,21.9,2020-07-23
376,1,1.22,2020-11-20
164,33,74.91,2020-02-16
749,44,92.2,2020-12-29
468,17,31.62,2020-09-30
906,35,4.29,2020-01-20
737,34,5.17,2020-03-06
783,12,68.99,2020-07-19
324,37,49.88,2020-09-12
812,4,73.08,2020-03-21
489,9,47.14,2020-03-04
368,32,21.89,2020-11-01
814,34,43.14,2020-06-08
27,2,21.83,2020-03-22
111,17,78.62,2020-05-05
500,16,52.83,2020-01-07
782,2,61.87,2020-03-17
814,27,27.73,2020-06-30
903,24,25.63,2020-12-05
604,40,68.39,2020-08-28
524,39,9.38,2020-12-05
667,19,32.24,2020-08-23
929,2,41.99,2020-05-08
777,10,16.38,2020-08-31
110,13,60.58,2020-04-08
216,46,52.96,2020-01-18
607,31,53.99,2020-05-09
577,41,58.47,2020-04-13
811,9,93.15,2020-05-04
930,9,43.31,2020-10-17
395,18,32.4,2020-01-08
7,10,67.6,2020-05-03
373,46,16.15,2020-01-02
661,44,79.57,2020-03-30
116,32,66.93,2020-11-24
717,32,79.53,2020-03-30
555,9,42.17,2020-02-06
587,20,86.91,2020-08-19
73,20,6.66,2020-08-29
894,50,55.71,2020-09-09
770,44,6.31,2020-05-22
583,35,15.56,2020-02-07
846,4,75.04,2020-03-16
565,44,1.95,2020-05-22
634,23,45.37,2020-07-18
326,13,13.7,2020-11-16
740,24,86.05,2020-12-24
107,4,73.88,2020-03-07
670,30,80.44,2020-12-03
47,31,10.67,2020-05-22
971,42,28.49,2020-03-23
726,26,10.0,2020-02-07
967,13,67.21,2020-12-24
364,1,4.93,2020-03-26
58,37,62.29,2020-11-13
454,18,16.9,2020-12-14
310,33,94.36,2020-05-03
702,25,60.6,2020-03-21
16,39,23.57,2020-01-24
859,44,7.77,2020-10-15
776,9,59.17,2020-04-14
372,21,34.83,2020-03-10
23,40,3.05,2020-09-16
880,13,78.46,2020-11-26
579,16,21.74,2020-08-11
188,10,52.59,2020-09-27
498,18,96.31,2020-03-02
285,17,74.35,2020-11-29
482,32,85.09,2020-12-13
785,18,16.91,2020-11-21
810,13,73.24,2020-03-03
260,43,38.37,2020-11-22
899,10,52.92,2020-09-26
389,9,23.63,2020-04-05
307,1,77.28,2020-03-26
341,18,94.32,2020-01-18
767,15,22.38,2020-12-19
741,17,58.32,2020-04-14
736,2,8.17,2020-09-22
430,19,53.73,2020-11-25
958,3,8.19,2020-05-06
127,43,65.16,2020-02-16
56,12,57.09,2020-05-28
988,12,21.41,2020-05-20
17,13,69.52,2020-06-14
538,48,44.54,2020-10-20
519,43,36.24,2020-04-01
240,45,85.71,2020-06-22
42,48,67.29,2020-12-01
276,21,19.86,2020-07-07
925,28,18.05,2020-06-11
390,49,69.04,2020-08-03
724,2,18.85,2020-11-25
588,16,40.94,2020-06-08
406,12,49.36,2020-10-18
761,28,91.97,2020-10-15
151,25,72.53,2020-09-04
786,29,57.95,2020-04-20
675,11,27.48,2020-04-03
633,33,79.12,2020-08-12
478,33,45.4,2020-07-22
585,12,25.67,2020-10-20
775,11,46.37,2020-02-03
395,16,77.33,2020-10-01
38,20,96.03,2020-08-04
664,17,73.84,2020-12-11
101,11,29.43,2020-11-21
534,47,25.08,2020-05-12
797,33,31.5,2020-05-07
609,48,0.19,2020-06-04
178,43,94.72,2020-10-17
763,14,37.92,2020-02-16
544,5,53.64,2020-07-10
825,31,82.19,2020-06-25
231,41,39.97,2020-01-25
149,38,78.58,2020-09-03
94,27,93.39,2020-03-28
974,31,57.26,2020-07-01
524,44,58.52,2020-01-24
129,17,84.48,2020-06-29
640,22,36.57,2020-06-28
35,26,88.18,2020-06-26
597,3,44.04,2020-11-12
838,11,14.31,2020-12-20
143,39,65.63,2020-07-02
452,40,49.66,2020-08-05
866,6,30.72,2020-09-04
893,25,42.94,2020-01-11
710,23,91.16,2020-03-18
160,35,0.88,2020-12-22
288,5,6.41,2020-05-16
239,5,52.75,2020-06-23
691,41,32.68,2020-10-12
490,25,88.37,2020-05-03
455,21,77.89,2020-03-21
40,20,53.47,2020-11-01
481,28,14.36,2020-12-10
495,23,44.7,2020-12-06
302,32,0.13,2020-05-29
396,8,13.74,2020-11-29
109,49,53.86,2020-02-26
447,19,50.42,2020-03-26
833,50,22.13,2020-09-02
182,3,3.97,2020-08-08
29,21,45.67,2020-01-17
847,10,64.99,2020-07-26
833,19,39.49,2020-08-06
274,11,88.56,2020-09-24
464,45,81.85,2020-08-15
508,35,18.12,2020-12-28
230,6,61.9,2020-01-01
123,19,21.96,2020-10-19
510,48,45.15,2020-09-07
546,37,98.13,2020-07-09
871,35,65.06,2020-07-09
370,1,15.96,2020-11-03
755,35,41.71,2020-02-09
682,11,65.71,2020-03-10
235,28,44.12,2020-06-20
126,31,2.72,2020-12-03
171,30,99.77,2020-11-26
179,4,31.92,2020-08-08
577,30,41.91,2020-02-26
951,31,73.81,2020-01-08
139,30,65.3,2020-05-25
473,31,4.46,2020-07-30
423,8,90.95,2020-10-26
187,18,47.06,2020-04-17
237,35,16.18,2020-10-17
682,30,88.69,2020-07-03
345,6,27.64,2020-01-14
933,38,35.43,2020-03-20
340,2,97.02,2020-09-22
38,18,71.6,2020-11-26
534,37,15.98,2020-11-16
247,46,35.01,2020-10-08
497,32,73.13,2020-05-05
692,39,84.5,2020-04-14
650,32,32.6,2020-04-04
282,29,82.77,2020-12-22
957,5,39.87,2020-11-20
204,45,59.45,2020-04-29
240,11,89.77,2020-01-18
435,44,77.79,2020-08-09
26,13,5.88,2020-12-12
485,11,39.32,2020-10-17
447,26,72.07,2020-09-21
273,48,27.17,2020-06-08
260,10,19.08,2020-06-20
553,4,11.03,2020-11-05
869,29,93.96,2020-05-30
144,31,75.01,2020-06-15
357,7,67.15,2020-08-18
490,6,62.34,2020-07-22
50,41,74.55,2020-06-09
582,15,11.52,2020-02-17
704,27,79.3,2020-09-16
179,33,9.09,2020-06-27
864,45,29.38,2020-02-14
414,1,35.45,2020-05-25
325,30,71.37,2020-03-26
395,34,16.69,2020-12-18
335,26,29.93,2020-03-15
101,26,31.71,2020-05-13
601,22,39.89,2020-03-26
839,32,54.15,2020-09-19
466,19,64.05,2020-05-13
970,43,35.57,2020-09-01
21,31,11.63,2020-07-06
491,16,73.22,2020-07-14
294,29,15.76,2020-09-15
534,28,39.23,2020-12-14
931,10,59.84,2020-07-05
877,12,0.52,2020-01-12
345,2,93.04,2020-12-11
313,35,58.88,2020-09-06
587,12,49.53,2020-02-05
418,34,61.63,2020-07-19
705,9,87.17,2020-01-16
783,48,37.05,2020-01-22
325,20,75.28,2020-01-22
520,5,84.57,2020-05-30
303,20,14.72,2020-03-16
255,24,67.47,2020-06-07
580,18,52.73,2020-01-17
31,25,46.36,2020-11-09
475,25,20.4,2020-07-22
38,6,55.02,2020-08-28
743,37,2.65,2020-08-29
303,3,51.48,2020-12-12
440,33,85.9,2020-10-13
591,43,45.91,2020-01-15
159,24,47.26,2020-05-31
863,5,18.34,2020-12-22
82,23,60.6,2020-06-27
475,12,98.75,2020-07-30
409,41,47.66,2020-03-04
272,40,74.98,2020-02-04
543,41,70.23,2020-11-20
792,30,37.57,2020-01-28
453,18,66.77,2020-02-17
546,25,58.73,2020-07-28
581,38,27.32,2020-01-30
932,47,91.43,2020-07-08
928,28,70.96,2020-08-10
392,16,67.95,2020-09-02
421,21,1.72,2020-10-11
175,48,16.86,2020-05-03
156,45,98.79,2020-01-21
305,42,74.23,2020-09-27
47,31,97.91,2020-07-24
540,43,98.77,2020-09-10
896,24,75.55,2020-02-26
974,11,86.61,2020-01-29
587,39,13.54,2020-10-12
867,36,11.25,2020-10-08
698,37,84.43,2020-12-12
169,34,52.84,2020-02-12
830,35,8.0,2020-01-20
673,10,31.71,2020-11-01
481,30,15.3,2020-10-03
807,32,62.22,2020-12-08
658,2,79.08,2020-10-13
506,1,71.58,2020-01-21
702,9,39.07,2020-09-19
730,43,19.62,2020-03-25
854,35,28.61,2020-12-04
801,9,28.38,2020-03-07
404,23,34.33,2020-06-08
989,37,58.12,2020-02-17
274,13,53.95,2020-12-27
234,19,20.52,2020-01-30
317,8,6.13,2020-06-28
717,6,45.77,2020-05-06
693,32,59.54,2020-06-04
526,48,96.73,2020-10-01
221,42,53.85,2020-06-02
75,37,15.65,2020-03-30
964,31,22.14,2020-01-08
520,41,41.41,2020-12-24
866,32,60.39,2020-01-14
410,30,71.76,2020-01-09
502,21,24.38,2020-11-30
342,34,48.15,2020-03-22
950,24,63.89,2020-06-25
853,30,32.76,2020-07-09
464,44,6.15,2020-04-11
624,31,5.73,2020-07-07
888,19,47.45,2020-10-29
398,37,23.44,2020-02-09
8,16,29.26,2020-10-14
711,6,88.59,2020-02-16
103,42,51.15,2020-07-15
335,49,10.01,2020-01-11
932,15,90.62,2020-06-08
262,17,8.05,2020-02-10
347,50,68.48,2020-03-31
386,6,95.69,2020-09-28
428,22,5.68,2020-02-11
110,49,0.64,2020-05-21
545,31,16.75,2020-02-15
836,15,14.75,2020-01-30
378,39,7.65,2020-11-02
898,12,25.57,2020-02-23
328,22,97.88,2020-02-15
301,17,45.82,2020-02-02
225,15,10.32,2020-09-14
596,3,83.68,2020-06-23
390,49,27.2,2020-04-21
630,23,86.58,2020-12-30
414,23,21.22,2020-12-03
998,32,2.92,2020-07-24
174,39,15.27,2020-03-16
131,12,19.26,2020-02-21
317,2,47.65,2020-06-19
914,48,13.39,2020-03-20
527,6,14.51,2020-07-12
244,13,88.51,2020-11-27
377,36,91.16,2020-10-23
348,37,55.74,2020-11-14
446,22,83.61,2020-09-24
447,4,68.21,2020-09-22
895,45,14.97,2020-07-04
644,23,50.98,2020-06-24
204,48,63.19,2020-07-01
984,1,57.77,2020-07-14
167,39,28.62,2020-10-07
179,50,89.15,2020-10-04
506,26,6.26,2020-07-06
525,7,49.07,2020-11-13
492,4,10.39,2020-02-10
937,14,56.62,2020-02-10
190,13,14.31,2020-04-26
787,33,17.72,2020-01-13
364,26,30.56,2020-01-02
263,44,78.99,2020-12-07
880,19,35.35,2020-06-05
552,12,13.1,2020-02-05
276,28,34.64,2020-02-17
544,35,54.49,2020-04-19
60,6,58.51,2020-08-13
540,45,25.11,2020-03-10
233,46,3.44,2020-09-06
932,39,16.56,2020-11-02
569,37,59.4,2020-11-11
487,30,57.24,2020-10-30
897,6,58.44,2020-01-13
397,8,99.2,2020-03-07
591,47,93.22,2020-03-17
569,10,88.86,2020-06-25
586,17,48.34,2020-09-06
502,37,34.58,2020-02-16
813,33,27.05,2020-01-18
761,6,34.74,2020-08-24
528,36,22.3,2020-07-15
89,23,17.21,2020-03-19
875,18,70.97,2020-05-13
784,11,67.8,2020-01-10
309,33,30.35,2020-08-02
29,41,5.15,2020-08-16
885,29,37.3,2020-05-19
612,41,53.53,2020-06-07
482,27,61.36,2020-09-26
613,40,85.59,2020-08-02
363,19,89.67,2020-07-08
153,34,96.35,2020-07-03
77,50,82.03,2020-06-27
553,7,4.65,2020-05-10
739,44,61.26,2020-10-16
463,39,6.84,2020-08-26
997,1,93.38,2020-05-01
144,28,80.11,2020-01-20
606,24,13.4,2020-06-17
907,5,14.14,2020-05-19
161,39,37.32,2020-05-07
626,22,9.82,2020-09-03
810,48,43.2,2020-03-15
426,14,14.71,2020-10-26
635,17,54.45,2020-06-04
590,44,17.11,2020-11-01
299,42,20.44,2020-06-20
150,16,78.64,2020-06-10
999,24,38.35,2020-12-18
537,18,5.99,2020-09-12
817,1,40.16,2020-05-30
385,48,49.45,2020-09-24
126,1,6.14,2020-08-25
210,19,55.38,2020-12-26
822,34,13.36,2020-12-15
776,27,65.75,2020-08-10
97,28,13.93,2020-05-31
126,37,78.53,2020-12-01
940,20,61.43,2020-02-22
626,43,53.38,2020-05-23
725,45,16.72,2020-07-26
707,50,86.83,2020-05-23
98,37,81.85,2020-06-14
324,27,45.41,2020-04-25
640,30,76.05,2020-02-24
222,21,71.75,2020-11-01
780,21,2.33,2020-06-24
116,35,94.55,2020-04-23
966,14,30.01,2020-02-04
235,15,95.58,2020-03-19
42,44,21.97,2020-10-20
56,13,88.64,2020-10-01
218,41,6.73,2020-03-02
124,24,74.2,2020-02-10
909,30,38.34,2020-09-09
229,18,28.04,2020-07-06
27,44,82.44,2020-08-31
552,24,69.8,2020-09-29
642,8,7.79,2020-09-12
771,28,59.43,2020-10-25
673,7,22.85,2020-04-07
46,11,54.11,2020-06-26
820,24,92.49,2020-10-16
280,26,71.69,2020-10-14
678,30,92.53,2020-06-17
530,37,91.08,2020-08-30
570,14,52.65,2020-09-08
996,39,74.29,2020-07-30
667,16,90.54,2020-01-10
867,38,46.56,2020-09-04
675,31,38.59,2020-04-10
237,31,74.55,2020-01-31
993,30,62.07,2020-09-09
781,25,62.07,2020-05-20
99,5,83.01,2020-06-21
681,19,51.38,2020-08-18
365,49,75.44,2020-01-02
842,39,73.17,2020-09-17
313,13,53.91,2020-09-16
155,28,75.57,2020-01-08
107,17,7.4,2020-03-09
894,25,12.27,2020-07-26
566,35,68.48,2020-11-12
147,28,63.3,2020-02-22
248,7,45.03,2020-12-24
454,24,32.4,2020-07-13
22,21,2.33,2020-04-30
976,24,29.29,2020-06-27
591,17,55.08,2020-07-18
767,3,21.75,2020-11-29
717,42,87.11,2020-06-24
53,33,11.23,2020-05-31
959,46,96.57,2020-12-19
883,6,91.02,2020-10-05
449,21,34.26,2020-10-31
569,16,45.02,2020-01-31
385,41,85.48,2020-03-17
725,48,38.33,2020-10-13
685,7,69.88,2020-03-20
951,1,39.53,2020-04-22
803,40,71.63,2020-11-20
674,14,65.01,2020-10-05
548,19,31.5,2020-04-16
594,14,43.14,2020-06-12
903,48,67.39,2020-08-27
392,36,25.84,2020-08-16
820,33,54.65,2020-07-17
97,12,29.79,2020-12-16
6,24,30.02,2020-01-27
484,24,62.01,2020-01-08
116,27,28.6,2020-06-14
852,35,87.04,2020-08-27
742,12,18.2,2020-08-25
410,32,69.98,2020-10-22
519,38,52.11,2020-02-13
191,40,54.7,2020-07-29
326,21,25.01,2020-01-21
616,37,47.81,2020-02-10
557,11,95.66,2020-06-06
143,46,32.33,2020-07-11
35,38,51.03,2020-02-25
238,47,87.27,2020-03-04
486,7,23.48,2020-01-28
692,10,21.13,2020-08-27
889,40,12.2,2020-09-03
829,37,83.45,2020-11-10
665,26,21.27,2020-12-20
421,9,34.98,2020-05-27
88,34,96.52,2020-01-19
152,44,11.79,2020-09-28
265,20,38.4,2020-06-28
510,41,94.05,2020-02-06
99,10,9.01,2020-07-22
668,4,81.89,2020-04-09
955,6,12.72,2020-06-25
86,6,95.32,2020-02-17
76,17,85.03,2020-08-26
103,28,91.89,2020-11-16
244,17,92.73,2020-11-24
553,20,29.02,2020-09-21
897,49,7.04,2020-08-03
84,12,5.06,2020-01-14
730,5,54.66,2020-03-11
573,27,66.99,2020-11-02
184,42,10.73,2020-10-16
512,44,80.77,2020-09-11
70,34,27.53,2020-07-12
465,27,49.23,2020-11-20
864,44,52.79,2020-05-16
396,26,96.79,2020-12-13
186,11,21.6,2020-11-01
254,42,32.58,2020-06-07
888,11,25.83,2020-11-14
813,15,14.76,2020-02-23
954,26,65.24,2020-04-08
315,46,22.48,2020-12-29
462,33,96.99,2020-08-26
541,17,64.53,2020-11-23
147,23,69.81,2020-03-12
275,19,76.22,2020-12-15
576,19,25.34,2020-05-08
880,42,3.23,2020-08-18
559,21,16.14,2020-11-13
632,36,91.93,2020-08-30
531,50,43.74,2020-11-15
882,12,86.46,2020-03-20
363,44,8.37,2020-12-03
289,9,33.9,2020-01-27
767,12,44.39,2020-07-18
572,40,21.2,2020-02-19
553,42,95.95,2020-04-19
793,46,40.19,2020-04-18
650,25,90.95,2020-08-01
811,34,28.53,2020-04-25
329,30,64.68,2020-06-16
879,3,77.46,2020-01-02
997,32,4.53,2020-09-10
607,13,2.53,2020-08-30
34,14,88.9,2020-08-17
561,33,80.44,2020-05-03
488,44,99.05,2020-05-28
31,46,36.03,2020-04-19
553,41,65.21,2020-05-13
852,21,33.34,2020-11-16
392,44,18.57,2020-04-23
771,46,64.23,2020-06-05
494,41,29.66,2020-11-22
777,47,56.25,2020-11-22
380,15,2.43,2020-08-25
728,45,18.85,2020-12-02
2,36,44.07,2020-06-28
176,9,58.97,2020-06-10
710,26,68.49,2020-02-28
985,13,95.4,2020-01-01
681,24,15.31,2020-05-22
634,40,7.5,2020-03-13
842,36,74.36,2020-12-18
382,19,94.16,2020-04-10
635,42,3.64,2020-12-11
182,31,16.51,2020-01-22
145,42,48.39,2020-06-11
843,47,66.15,2020-02-11
367,42,64.82,2020-06-07
145,18,22.25,2020-03-07
569,24,22.41,2020-03-07
364,30,6.27,2020-08-31
695,17,29.94,2020-06-05
168,46,14.63,2020-03-14
689,30,5.55,2020-10-13
711,8,0.58,2020-09-08
129,11,73.89,2020-04-08
685,19,73.87,2020-06-24
20,14,1.78,2020-11-21
239,30,70.31,2020-02-23
493,29,57.48,2020-07-04
761,7,97.18,2020-01-18
117,11,1.18,2020-08-24
560,4,92.78,2020-11-03
747,15,87.27,2020-05-10
643,20,78.37,2020-08-19
375,1,12.16,2020-12-23
762,14,31.95,2020-02-03
271,6,19.04,2020-09-07
903,9,18.45,2020-01-09
612,17,12.06,2020-04-30
840,8,9.45,2020-07-29
92,31,73.54,2020-12-26
929,42,80.42,2020-11-20
936,33,53.35,2020-02-05
748,34,16.86,2020-11-14
466,13,86.94,2020-05-09
805,46,53.23,2020-05-31
353,33,88.85,2020-08-02
374,22,43.73,2020-03-23
218,37,91.59,2020-01-04
205,30,49.73,2020-01-04
835,45,69.72,2020-11-15
412,7,4.45,2020-11-25
6,19,49.82,2020-11-16
470,46,37.14,2020-08-02
442,41,68.57,2020-06-03
955,41,8.91,2020-03-31
227,41,24.11,2020-05-11
379,11,36.65,2020-08-01
777,44,46.68,2020-05-26
103,8,25.35,2020-10-13
820,27,30.18,2020-10-03
838,50,38.39,2020-07-10
689,26,71.47,2020-12-02
502,36,99.35,2020-01-18
698,23,98.3,2020-02-06
605,35,49.8,2020-04-29
339,37,28.99,2020-07-13
4,27,91.67,2020-07-20
402,35,4.78,2020-09-02
472,18,72.98,2020-08-18
112,44,91.58,2020-10-12
761,1,3.78,2020-10-25
802,27,57.99,2020-08-17
641,20,33.17,2020-01-20
788,32,73.94,2020-05-06
825,38,74.52,2020-12-10
817,18,37.76,2020-11-06
218,47,2.38,2020-07-15
343,34,94.2,2020-02-01
118,33,66.2,2020-08-25
354,25,53.68,2020-09-11
427,18,79.35,2020-01-09
517,29,54.24,2020-05-04
820,23,50.89,2020-11-11
30,8,61.73,2020-05-20
377,19,70.56,2020-01-02
807,12,51.72,2020-04-02
576,13,98.31,2020-08-03
862,49,38.76,2020-05-05
869,26,30.3,2020-06-01
632,13,60.8,2020-03-09
713,35,7.34,2020-06-12
825,26,57.82,2020-02-08
622,46,56.24,2020-06-21
893,25,19.5,2020-11-15
225,41,33.49,2020-11-17
214,8,10.14,2020-04-01
287,2,41.8,2020-11-05
285,23,5.86,2020-07-05
388,18,84.39,2020-05-18
93,18,74.71,2020-06-27
69,44,7.89,2020-01-07
658,49,54.11,2020-03-26
468,38,71.77,2020-09-23
548,25,73.91,2020-12-06
968,23,11.54,2020-04-30
792,4,59.51,2020-01-26
685,20,61.93,2020-09-08
777,35,39.5,2020-08-07
354,4,47.66,2020-11-05
181,32,45.82,2020-12-27
9,46,63.31,2020-02-15
209,33,93.12,2020-02-23
351,20,68.62,2020-04-05
94,5,57.68,2020-09-03
207,36,73.23,2020-06-20
84,16,87.91,2020-09-23
756,45,63.79,2020-07-10
436,37,22.37,2020-08-27
985,28,4.45,2020-10-06
423,47,93.29,2020-09-30
577,43,42.76,2020-08-22
651,2,94.18,2020-10-21
404,15,89.1,2020-03-13
970,11,25.38,2020-07-25
30,13,90.79,2020-08-25
899,9,81.47,2020-02-24
88,40,45.75,2020-06-28
279,41,24.72,2020-03-12
737,42,91.03,2020-08-15
28,26,18.41,2020-09-27
708,35,3.75,2020-07-28
812,47,68.66,2020-01-12
868,46,35.97,2020-08-12
770,6,17.15,2020-04-03
26,3,36.3,2020-12-17
201,9,48.38,2020-08-08
901,18,28.12,2020-06-09
951,23,31.94,2020-04-12
362,28,77.14,2020-05-03
353,18,71.29,2020-12-24
234,45,34.43,2020-09-29
780,1,88.58,2020-10-07
877,17,99.01,2020-08-26
714,19,16.73,2020-04-23
443,21,47.96,2020-04-22
175,19,41.73,2020-04-06
774,16,94.83,2020-03-31
513,40,87.85,2020-09-13
226,32,56.86,2020-06-11
880,28,29.88,2020-03-05
310,24,36.11,2020-04-16
80,32,11.23,2020-08-16
663,47,47.0,2020-08-01
996,37,45.23,2020-11-28
593,20,36.4,2020-08-17
20,30,9.97,2020-07-15
543,44,47.43,2020-01-08
350,40,72.97,2020-09-16
655,5,26.68,2020-08-29
144,34,74.07,2020-04-09
334,23,77.7,2020-04-20
814,16,56.96,2020-06-17
561,27,19.71,2020-04-30
570,35,99.51,2020-10-14
58,12,81.3,2020-05-27
661,39,4.06,2020-06-01
890,43,91.57,2020-11-05
67,43,80.14,2020-09-08
554,1,15.01,2020-05-17
808,19,87.71,2020-11-15
418,45,64.71,2020-05-25
291,43,75.82,2020-06-08
518,29,35.99,2020-03-17
352,15,6.04,2020-08-04
632,42,73.7,2020-12-08
862,34,19.42,2020-06-18
757,34,7.52,2020-02-22
972,2,45.34,2020-06-15
856,13,30.32,2020-08-10
786,15,22.41,2020-12-19
924,33,90.42,2020-04-17
168,14,37.39,2020-02-29
877,29,68.21,2020-08-08
98,12,57.5,2020-08-06
336,42,79.19,2020-06-07
236,9,53.11,2020-01-01
694,29,45.6,2020-06-24
331,2,95.32,2020-12-02
487,20,76.64,2020-04-09
284,24,95.98,2020-10-25
334,7,33.94,2020-08-02
796,9,77.09,2020-06-18
58,2,40.38,2020-01-24
871,23,11.91,2020-07-17
826,48,47.27,2020-06-30
978,16,52.33,2020-01-15
920,28,13.17,2020-01-25
305,50,73.21,2020-07-31
543,29,84.63,2020-08-04
958,46,44.79,2020-10-20
948,5,55.31,2020-07-25
424,34,24.52,2020-07-31
506,3,27.72,2020-04-28
122,47,81.62,2020-09-13
916,27,12.31,2020-10-24
144,22,8.36,2020-09-04
143,25,77.99,2020-07-19
960,11,30.05,2020-07-15
249,3,58.69,2020-09-10
757,42,72.62,2020-11-03
96,30,95.89,2020-04-06
146,21,99.22,2020-08-07
338,6,77.61,2020-06-21
367,17,69.48,2020-12-09
792,35,45.15,2020-07-03
545,42,30.58,2020-10-07
164,26,48.33,2020-08-10
570,16,41.93,2020-04-02
565,32,44.97,2020-10-10
329,2,44.56,2020-07-20
196,24,82.71,2020-09-23
239,39,9.61,2020-05-26
729,47,66.89,2020-08-31
980,28,62.83,2020-08-01
731,20,22.33,2020-11-26
108,43,51.65,2020-08-31
643,12,6.28,2020-06-06
116,47,91.45,2020-07-31
144,15,25.19,2020-09-11
513,8,58.67,2020-01-24
638,34,38.77,2020-11-08
37,37,6.43,2020-11-12
106,36,54.3,2020-12-21
866,37,97.12,2020-02-18
939,37,0.84,2020-02-23
